Datetime,solar_mw,wind-direction,wind-speed,humidity,average-wind-speed-(period),average-pressure-(period),temperature
2020-07-31 05:00:00,9247.0,31.0,10.5,73.0,5.0,29.8,63.0
2020-07-31 04:00:00,9132.0,31.0,10.5,63.0,15.0,29.76,63.0
2020-07-31 03:00:00,9211.0,31.0,10.5,68.0,20.0,29.74,63.0
2020-07-31 02:00:00,9465.0,31.0,10.5,78.0,7.0,29.74,63.0
2020-07-31 01:00:00,9846.0,31.0,10.5,81.0,13.0,29.76,63.0
2020-07-31 00:00:00,10543.0,27.0,9.7,81.0,7.0,29.76,64.0
2020-07-30 23:00:00,11452.0,24.0,9.7,81.0,7.0,29.77,64.0
2020-07-30 22:00:00,12309.0,24.0,9.7,78.0,7.0,29.8,64.0
2020-07-30 21:00:00,12674.0,24.0,9.7,68.0,3.0,29.84,64.0
2020-07-30 20:00:00,12701.0,24.0,9.7,59.0,16.0,29.81,64.0
2020-07-30 19:00:00,12953.0,24.0,9.7,63.0,18.0,29.8,64.0
2020-07-30 18:00:00,13173.0,24.0,9.7,81.0,15.0,29.82,64.0
2020-07-30 17:00:00,13092.0,24.0,9.7,84.0,8.0,29.85,64.0
2020-07-30 16:00:00,13123.0,24.0,11.4,87.0,10.0,29.85,61.0
2020-07-30 15:00:00,13223.0,25.0,11.4,87.0,3.0,29.85,61.0
2020-07-30 14:00:00,13201.0,25.0,11.4,84.0,3.0,29.87,61.0
2020-07-30 13:00:00,12961.0,25.0,11.4,73.0,3.0,29.87,61.0
2020-07-30 12:00:00,12654.0,25.0,11.4,68.0,21.0,29.84,61.0
2020-07-30 11:00:00,12407.0,25.0,11.4,75.0,23.0,29.81,61.0
2020-07-30 10:00:00,12018.0,25.0,11.4,87.0,18.0,29.83,61.0
2020-07-30 09:00:00,11770.0,25.0,11.4,87.0,10.0,29.86,61.0
2020-07-30 08:00:00,11226.0,25.0,11.7,90.0,13.0,29.87,60.0
2020-07-30 07:00:00,10650.0,28.0,11.7,83.0,8.0,29.87,60.0
2020-07-30 06:00:00,9976.0,28.0,11.7,86.0,5.0,29.9,60.0
2020-07-30 05:00:00,9562.0,28.0,11.7,81.0,7.0,29.93,60.0
2020-07-30 04:00:00,9401.0,28.0,11.7,68.0,16.0,29.88,60.0
2020-07-30 03:00:00,9522.0,28.0,11.7,73.0,21.0,29.85,60.0
2020-07-30 02:00:00,9854.0,28.0,11.7,80.0,13.0,29.88,60.0
2020-07-30 01:00:00,10446.0,28.0,11.7,86.0,9.0,29.9,60.0
2020-07-30 00:00:00,11377.0,28.0,9.0,80.0,8.0,29.9,61.0
2020-07-29 23:00:00,12448.0,27.0,9.0,80.0,6.0,29.87,61.0
2020-07-29 22:00:00,13441.0,27.0,9.0,83.0,5.0,29.9,61.0
2020-07-29 21:00:00,13967.0,27.0,9.0,72.0,3.0,29.93,61.0
2020-07-29 20:00:00,14450.0,27.0,9.0,61.0,16.0,29.89,61.0
2020-07-29 19:00:00,14972.0,27.0,9.0,65.0,17.0,29.86,61.0
2020-07-29 18:00:00,15128.0,27.0,9.0,81.0,14.0,29.89,61.0
2020-07-29 17:00:00,14965.0,27.0,9.0,83.0,7.0,29.93,61.0
2020-07-29 16:00:00,14669.0,27.0,10.1,83.0,5.0,29.94,62.0
2020-07-29 15:00:00,14242.0,30.0,10.1,87.0,3.0,29.94,62.0
2020-07-29 14:00:00,13781.0,30.0,10.1,84.0,5.0,29.97,62.0
2020-07-29 13:00:00,13174.0,30.0,10.1,73.0,7.0,30.0,62.0
2020-07-29 12:00:00,12528.0,30.0,10.1,63.0,15.0,29.96,62.0
2020-07-29 11:00:00,11770.0,30.0,10.1,68.0,21.0,29.94,62.0
2020-07-29 10:00:00,10947.0,30.0,10.1,78.0,18.0,29.97,62.0
2020-07-29 09:00:00,10147.0,30.0,10.1,83.0,13.0,29.99,62.0
2020-07-29 08:00:00,9334.0,30.0,12.6,86.0,9.0,29.99,60.0
2020-07-29 07:00:00,8967.0,27.0,12.6,87.0,7.0,29.97,60.0
2020-07-29 06:00:00,8937.0,27.0,12.6,90.0,7.0,30.01,60.0
2020-07-29 05:00:00,8944.0,27.0,12.6,78.0,5.0,30.01,60.0
2020-07-29 04:00:00,9117.0,27.0,12.6,63.0,16.0,29.95,60.0
2020-07-29 03:00:00,9471.0,27.0,12.6,70.0,22.0,29.92,60.0
2020-07-29 02:00:00,9832.0,27.0,12.6,83.0,18.0,29.94,60.0
2020-07-29 01:00:00,10495.0,27.0,12.6,90.0,13.0,29.96,60.0
2020-07-29 00:00:00,11360.0,30.0,12.7,90.0,11.0,29.97,59.0
2020-07-28 23:00:00,12377.0,30.0,12.7,83.0,9.0,29.96,59.0
2020-07-28 22:00:00,13331.0,30.0,12.7,83.0,9.0,29.97,59.0
2020-07-28 21:00:00,13895.0,30.0,12.7,72.0,7.0,29.98,59.0
2020-07-28 20:00:00,14408.0,30.0,12.7,63.0,21.0,29.94,59.0
2020-07-28 19:00:00,14960.0,30.0,12.7,67.0,20.0,29.92,59.0
2020-07-28 18:00:00,15194.0,30.0,12.7,80.0,14.0,29.95,59.0
2020-07-28 17:00:00,15273.0,30.0,12.7,78.0,11.0,29.99,59.0
2020-07-28 16:00:00,15175.0,30.0,9.6,75.0,10.0,30.0,62.0
2020-07-28 15:00:00,14816.0,29.0,9.6,72.0,7.0,29.99,62.0
2020-07-28 14:00:00,14470.0,29.0,9.6,70.0,3.0,30.03,62.0
2020-07-28 13:00:00,13955.0,29.0,9.6,63.0,10.0,30.07,62.0
2020-07-28 12:00:00,13459.0,29.0,9.6,52.0,10.0,30.04,62.0
2020-07-28 11:00:00,12776.0,29.0,9.6,54.0,17.0,30.01,62.0
2020-07-28 10:00:00,11906.0,29.0,9.6,70.0,9.0,30.0,62.0
2020-07-28 09:00:00,10909.0,29.0,9.6,72.0,6.0,30.01,62.0
2020-07-28 08:00:00,10080.0,29.0,7.9,78.0,6.0,30.01,60.0
2020-07-28 07:00:00,9607.0,28.0,7.9,86.0,0.0,29.99,60.0
2020-07-28 06:00:00,9521.0,28.0,7.9,83.0,0.0,30.02,60.0
2020-07-28 05:00:00,9466.0,28.0,7.9,56.0,10.0,30.05,60.0
2020-07-28 04:00:00,9580.0,28.0,7.9,49.0,15.0,30.02,60.0
2020-07-28 03:00:00,9869.0,28.0,7.9,51.0,15.0,29.98,60.0
2020-07-28 02:00:00,10314.0,28.0,7.9,65.0,8.0,29.96,60.0
2020-07-28 01:00:00,10979.0,28.0,7.9,67.0,6.0,29.98,60.0
2020-07-28 00:00:00,11877.0,27.0,7.3,78.0,3.0,29.99,63.0
2020-07-27 23:00:00,12831.0,27.0,7.3,80.0,5.0,29.98,63.0
2020-07-27 22:00:00,13791.0,27.0,7.3,80.0,3.0,29.99,63.0
2020-07-27 21:00:00,14442.0,27.0,7.3,63.0,9.0,30.0,63.0
2020-07-27 20:00:00,14942.0,27.0,7.3,61.0,9.0,29.98,63.0
2020-07-27 19:00:00,15646.0,27.0,7.3,63.0,10.0,29.97,63.0
2020-07-27 18:00:00,16148.0,27.0,7.3,81.0,11.0,29.98,63.0
2020-07-27 17:00:00,16551.0,27.0,7.3,81.0,6.0,29.99,63.0
2020-07-27 16:00:00,16729.0,27.0,10.3,87.0,8.0,30.01,65.0
2020-07-27 15:00:00,16870.0,29.0,10.3,90.0,8.0,30.01,65.0
2020-07-27 14:00:00,16720.0,29.0,10.3,84.0,6.0,30.03,65.0
2020-07-27 13:00:00,16201.0,29.0,10.3,70.0,9.0,30.05,65.0
2020-07-27 12:00:00,15368.0,29.0,10.3,63.0,11.0,30.03,65.0
2020-07-27 11:00:00,14314.0,29.0,10.3,75.0,15.0,30.01,65.0
2020-07-27 10:00:00,13291.0,29.0,10.3,87.0,14.0,30.0,65.0
2020-07-27 09:00:00,12346.0,29.0,10.3,87.0,15.0,30.0,65.0
2020-07-27 08:00:00,11495.0,29.0,14.4,87.0,8.0,29.97,63.0
2020-07-27 07:00:00,10829.0,30.0,14.4,81.0,13.0,29.96,63.0
2020-07-27 06:00:00,10294.0,30.0,14.4,84.0,8.0,29.98,63.0
2020-07-27 05:00:00,9868.0,30.0,14.4,70.0,10.0,29.99,63.0
2020-07-27 04:00:00,9914.0,30.0,14.4,65.0,20.0,29.97,63.0
2020-07-27 03:00:00,10128.0,30.0,14.4,70.0,24.0,29.96,63.0
2020-07-27 02:00:00,10535.0,30.0,14.4,78.0,16.0,29.94,63.0
2020-07-27 01:00:00,11257.0,30.0,14.4,84.0,11.0,29.96,63.0
2020-07-27 00:00:00,12259.0,28.0,7.3,87.0,0.0,29.96,66.0
2020-07-26 23:00:00,13501.0,27.0,7.3,86.0,3.0,29.95,66.0
2020-07-26 22:00:00,14714.0,27.0,7.3,81.0,0.0,30.0,66.0
2020-07-26 21:00:00,15411.0,27.0,7.3,70.0,5.0,30.02,66.0
2020-07-26 20:00:00,16036.0,27.0,7.3,34.0,16.0,29.99,66.0
2020-07-26 19:00:00,16652.0,27.0,7.3,48.0,17.0,29.96,66.0
2020-07-26 18:00:00,16926.0,27.0,7.3,70.0,16.0,29.95,66.0
2020-07-26 17:00:00,16798.0,27.0,7.3,78.0,8.0,29.97,66.0
2020-07-26 16:00:00,16511.0,27.0,8.7,81.0,6.0,29.97,69.0
2020-07-26 15:00:00,16072.0,27.0,8.7,75.0,3.0,29.96,69.0
2020-07-26 14:00:00,15427.0,27.0,8.7,84.0,3.0,29.98,69.0
2020-07-26 13:00:00,14701.0,27.0,8.7,73.0,5.0,29.99,69.0
2020-07-26 12:00:00,13898.0,27.0,8.7,66.0,6.0,29.94,69.0
2020-07-26 11:00:00,13022.0,27.0,8.7,37.0,21.0,29.9,69.0
2020-07-26 10:00:00,12343.0,27.0,8.7,56.0,18.0,29.91,69.0
2020-07-26 09:00:00,11648.0,27.0,8.7,75.0,11.0,29.94,69.0
2020-07-26 08:00:00,10990.0,27.0,10.1,84.0,3.0,29.94,66.0
2020-07-26 07:00:00,10269.0,27.0,10.1,90.0,5.0,29.92,66.0
2020-07-26 06:00:00,9645.0,27.0,10.1,90.0,5.0,29.94,66.0
2020-07-26 05:00:00,9195.0,27.0,10.1,66.0,3.0,29.95,66.0
2020-07-26 04:00:00,9175.0,27.0,10.1,51.0,13.0,29.92,66.0
2020-07-26 03:00:00,9345.0,27.0,10.1,49.0,16.0,29.89,66.0
2020-07-26 02:00:00,9654.0,27.0,10.1,56.0,16.0,29.89,66.0
2020-07-26 01:00:00,10238.0,27.0,10.1,62.0,11.0,29.92,66.0
2020-07-26 00:00:00,10979.0,27.0,9.3,67.0,3.0,29.91,67.0
2020-07-25 23:00:00,12022.0,28.0,9.3,80.0,6.0,29.9,67.0
2020-07-25 22:00:00,12949.0,28.0,9.3,70.0,0.0,29.93,67.0
2020-07-25 21:00:00,13478.0,28.0,9.3,63.0,7.0,29.95,67.0
2020-07-25 20:00:00,13758.0,28.0,9.3,47.0,15.0,29.91,67.0
2020-07-25 19:00:00,14161.0,28.0,9.3,57.0,21.0,29.88,67.0
2020-07-25 18:00:00,14378.0,28.0,9.3,70.0,11.0,29.89,67.0
2020-07-25 17:00:00,14512.0,28.0,9.3,81.0,8.0,29.91,67.0
2020-07-25 16:00:00,14606.0,28.0,10.7,81.0,6.0,29.91,66.0
2020-07-25 15:00:00,14433.0,28.0,10.7,87.0,7.0,29.9,66.0
2020-07-25 14:00:00,14017.0,28.0,10.7,84.0,6.0,29.93,66.0
2020-07-25 13:00:00,13453.0,28.0,10.7,68.0,6.0,29.95,66.0
2020-07-25 12:00:00,13102.0,28.0,10.7,50.0,13.0,29.91,66.0
2020-07-25 11:00:00,12737.0,28.0,10.7,68.0,18.0,29.9,66.0
2020-07-25 10:00:00,12276.0,28.0,10.7,90.0,15.0,29.92,66.0
2020-07-25 09:00:00,11922.0,28.0,10.7,90.0,10.0,29.94,66.0
2020-07-25 08:00:00,11492.0,28.0,9.1,90.0,10.0,29.95,66.0
2020-07-25 07:00:00,10852.0,28.0,9.1,93.0,3.0,29.93,66.0
2020-07-25 06:00:00,10150.0,28.0,9.1,93.0,6.0,29.95,66.0
2020-07-25 05:00:00,9667.0,28.0,9.1,73.0,3.0,29.95,66.0
2020-07-25 04:00:00,9568.0,28.0,9.1,56.0,6.0,29.9,66.0
2020-07-25 03:00:00,9649.0,28.0,9.1,59.0,20.0,29.85,66.0
2020-07-25 02:00:00,9986.0,28.0,9.1,73.0,15.0,29.89,66.0
2020-07-25 01:00:00,10439.0,28.0,9.1,81.0,5.0,29.92,66.0
2020-07-25 00:00:00,11112.0,20.0,12.3,90.0,13.0,29.92,61.0
2020-07-24 23:00:00,12081.0,23.0,12.3,93.0,8.0,29.91,61.0
2020-07-24 22:00:00,12973.0,23.0,12.3,93.0,8.0,29.94,61.0
2020-07-24 21:00:00,13346.0,23.0,12.3,65.0,9.0,29.94,61.0
2020-07-24 20:00:00,13402.0,23.0,12.3,63.0,20.0,29.9,61.0
2020-07-24 19:00:00,13722.0,23.0,12.3,70.0,21.0,29.89,61.0
2020-07-24 18:00:00,13906.0,23.0,12.3,87.0,11.0,29.93,61.0
2020-07-24 17:00:00,13967.0,23.0,12.3,90.0,11.0,29.96,61.0
2020-07-24 16:00:00,13880.0,23.0,8.4,90.0,8.0,29.97,62.0
2020-07-24 15:00:00,13904.0,28.0,8.4,87.0,6.0,29.96,62.0
2020-07-24 14:00:00,13581.0,28.0,8.4,87.0,6.0,29.96,62.0
2020-07-24 13:00:00,13266.0,28.0,8.4,75.0,5.0,29.98,62.0
2020-07-24 12:00:00,13066.0,28.0,8.4,63.0,15.0,29.94,62.0
2020-07-24 11:00:00,12760.0,28.0,8.4,68.0,15.0,29.95,62.0
2020-07-24 10:00:00,12433.0,28.0,8.4,75.0,11.0,29.96,62.0
2020-07-24 09:00:00,12091.0,28.0,8.4,81.0,8.0,29.97,62.0
2020-07-24 08:00:00,11648.0,28.0,6.9,81.0,5.0,29.98,65.0
2020-07-24 07:00:00,11156.0,27.0,6.9,87.0,5.0,29.99,65.0
2020-07-24 06:00:00,10498.0,27.0,6.9,83.0,0.0,30.04,65.0
2020-07-24 05:00:00,9957.0,27.0,6.9,70.0,3.0,30.05,65.0
2020-07-24 04:00:00,9832.0,27.0,6.9,50.0,9.0,30.01,65.0
2020-07-24 03:00:00,9960.0,27.0,6.9,53.0,18.0,29.97,65.0
2020-07-24 02:00:00,10300.0,27.0,6.9,68.0,15.0,29.99,65.0
2020-07-24 01:00:00,10825.0,27.0,6.9,67.0,0.0,30.01,65.0
2020-07-24 00:00:00,11589.0,17.0,7.8,67.0,0.0,30.0,66.0
2020-07-23 23:00:00,12622.0,18.0,7.8,78.0,5.0,29.99,66.0
2020-07-23 22:00:00,13583.0,18.0,7.8,75.0,0.0,29.98,66.0
2020-07-23 21:00:00,14132.0,18.0,7.8,71.0,3.0,29.98,66.0
2020-07-23 20:00:00,14452.0,18.0,7.8,50.0,22.0,29.95,66.0
2020-07-23 19:00:00,14859.0,18.0,7.8,59.0,16.0,29.92,66.0
2020-07-23 18:00:00,15011.0,18.0,7.8,81.0,8.0,29.96,66.0
2020-07-23 17:00:00,14962.0,18.0,7.8,84.0,9.0,29.95,66.0
2020-07-23 16:00:00,14779.0,18.0,9.5,84.0,10.0,29.94,67.0
2020-07-23 15:00:00,14517.0,23.0,9.5,87.0,6.0,29.92,67.0
2020-07-23 14:00:00,14207.0,23.0,9.5,81.0,0.0,29.96,67.0
2020-07-23 13:00:00,13981.0,23.0,9.5,73.0,6.0,29.98,67.0
2020-07-23 12:00:00,13324.0,23.0,9.5,62.0,17.0,29.97,67.0
2020-07-23 11:00:00,12815.0,23.0,9.5,76.0,9.0,29.92,67.0
2020-07-23 10:00:00,12213.0,23.0,9.5,87.0,13.0,29.91,67.0
2020-07-23 09:00:00,11738.0,23.0,9.5,90.0,16.0,29.92,67.0
2020-07-23 08:00:00,11294.0,23.0,8.5,90.0,7.0,29.91,65.0
2020-07-23 07:00:00,10831.0,20.0,8.5,87.0,8.0,29.86,65.0
2020-07-23 06:00:00,10046.0,20.0,8.5,84.0,5.0,29.87,65.0
2020-07-23 05:00:00,9481.0,20.0,8.5,73.0,3.0,29.87,65.0
2020-07-23 04:00:00,9363.0,20.0,8.5,63.0,0.0,29.83,65.0
2020-07-23 03:00:00,9495.0,20.0,8.5,65.0,9.0,29.77,65.0
2020-07-23 02:00:00,9831.0,20.0,8.5,70.0,14.0,29.76,65.0
2020-07-23 01:00:00,10335.0,20.0,8.5,90.0,13.0,29.75,65.0
2020-07-23 00:00:00,11128.0,27.0,14.4,93.0,15.0,29.73,64.0
2020-07-22 23:00:00,12150.0,27.0,14.4,90.0,17.0,29.75,64.0
2020-07-22 22:00:00,13088.0,27.0,14.4,90.0,8.0,29.79,64.0
2020-07-22 21:00:00,13486.0,27.0,14.4,81.0,13.0,29.84,64.0
2020-07-22 20:00:00,13749.0,27.0,14.4,66.0,16.0,29.86,64.0
2020-07-22 19:00:00,14035.0,27.0,14.4,70.0,15.0,29.88,64.0
2020-07-22 18:00:00,14092.0,27.0,14.4,81.0,14.0,29.91,64.0
2020-07-22 17:00:00,13739.0,27.0,14.4,84.0,18.0,29.95,64.0
2020-07-22 16:00:00,13396.0,27.0,11.1,81.0,15.0,29.96,65.0
2020-07-22 15:00:00,12960.0,27.0,11.1,84.0,10.0,29.96,65.0
2020-07-22 14:00:00,12551.0,27.0,11.1,81.0,8.0,29.99,65.0
2020-07-22 13:00:00,11989.0,27.0,11.1,57.0,7.0,30.01,65.0
2020-07-22 12:00:00,11256.0,27.0,11.1,55.0,15.0,30.0,65.0
2020-07-22 11:00:00,10881.0,27.0,11.1,61.0,11.0,29.99,65.0
2020-07-22 10:00:00,10375.0,27.0,11.1,81.0,15.0,30.01,65.0
2020-07-22 09:00:00,9602.0,27.0,11.1,87.0,14.0,30.03,65.0
2020-07-22 08:00:00,8697.0,27.0,10.5,93.0,7.0,30.04,66.0
2020-07-22 07:00:00,8263.0,17.0,10.5,90.0,0.0,30.05,66.0
2020-07-22 06:00:00,8178.0,17.0,10.5,84.0,5.0,30.07,66.0
2020-07-22 05:00:00,8102.0,17.0,10.5,73.0,5.0,30.1,66.0
2020-07-22 04:00:00,8176.0,17.0,10.5,59.0,3.0,30.05,66.0
2020-07-22 03:00:00,8317.0,17.0,10.5,70.0,22.0,30.05,66.0
2020-07-22 02:00:00,8597.0,17.0,10.5,93.0,22.0,30.07,66.0
2020-07-22 01:00:00,9092.0,17.0,10.5,93.0,21.0,30.1,66.0
2020-07-22 00:00:00,9761.0,26.0,10.2,93.0,14.0,30.12,65.0
2020-07-21 23:00:00,10528.0,26.0,10.2,96.0,7.0,30.12,65.0
2020-07-21 22:00:00,11124.0,26.0,10.2,96.0,0.0,30.16,65.0
2020-07-21 21:00:00,11333.0,26.0,10.2,81.0,3.0,30.17,65.0
2020-07-21 20:00:00,11422.0,26.0,10.2,71.0,3.0,30.11,65.0
2020-07-21 19:00:00,11535.0,26.0,10.2,55.0,22.0,30.07,65.0
2020-07-21 18:00:00,11561.0,26.0,10.2,73.0,16.0,30.06,65.0
2020-07-21 17:00:00,11470.0,26.0,10.2,81.0,11.0,30.05,65.0
2020-07-21 16:00:00,11375.0,26.0,12.6,84.0,7.0,30.03,66.0
2020-07-21 15:00:00,11368.0,26.0,12.6,83.0,0.0,30.01,66.0
2020-07-21 14:00:00,11533.0,26.0,12.6,90.0,3.0,30.02,66.0
2020-07-21 13:00:00,11648.0,26.0,12.6,76.0,3.0,30.01,66.0
2020-07-21 12:00:00,11682.0,26.0,12.6,55.0,24.0,29.95,66.0
2020-07-21 11:00:00,11494.0,26.0,12.6,61.0,25.0,29.92,66.0
2020-07-21 10:00:00,11149.0,26.0,12.6,72.0,9.0,29.9,66.0
2020-07-21 09:00:00,10559.0,26.0,12.6,78.0,23.0,29.91,66.0
2020-07-21 08:00:00,9835.0,26.0,14.6,83.0,15.0,29.91,62.0
2020-07-21 07:00:00,9446.0,27.0,14.6,80.0,13.0,29.92,62.0
2020-07-21 06:00:00,9295.0,27.0,14.6,75.0,9.0,29.96,62.0
2020-07-21 05:00:00,9198.0,27.0,14.6,47.0,5.0,30.0,62.0
2020-07-21 04:00:00,9272.0,27.0,14.6,36.0,16.0,29.97,62.0
2020-07-21 03:00:00,9540.0,27.0,14.6,50.0,26.0,29.94,62.0
2020-07-21 02:00:00,9931.0,27.0,14.6,67.0,20.0,29.95,62.0
2020-07-21 01:00:00,10551.0,27.0,14.6,67.0,11.0,29.97,62.0
2020-07-21 00:00:00,11339.0,29.0,17.6,69.0,16.0,29.98,57.0
2020-07-20 23:00:00,12206.0,26.0,17.6,69.0,11.0,29.98,57.0
2020-07-20 22:00:00,13080.0,26.0,17.6,59.0,13.0,29.99,57.0
2020-07-20 21:00:00,13491.0,26.0,17.6,42.0,17.0,30.0,57.0
2020-07-20 20:00:00,14039.0,26.0,17.6,46.0,26.0,29.94,57.0
2020-07-20 19:00:00,14873.0,26.0,17.6,46.0,29.0,29.91,57.0
2020-07-20 18:00:00,15359.0,26.0,17.6,64.0,18.0,29.92,57.0
2020-07-20 17:00:00,15523.0,26.0,17.6,46.0,13.0,29.93,57.0
2020-07-20 16:00:00,15348.0,26.0,14.6,32.0,14.0,29.92,61.0
2020-07-20 15:00:00,15140.0,27.0,14.6,36.0,14.0,29.93,61.0
2020-07-20 14:00:00,14805.0,27.0,14.6,34.0,10.0,29.97,61.0
2020-07-20 13:00:00,14311.0,27.0,14.6,34.0,20.0,29.98,61.0
2020-07-20 12:00:00,13760.0,27.0,14.6,28.0,20.0,29.96,61.0
2020-07-20 11:00:00,13087.0,27.0,14.6,35.0,21.0,29.95,61.0
2020-07-20 10:00:00,12272.0,27.0,14.6,42.0,10.0,30.0,61.0
2020-07-20 09:00:00,11442.0,27.0,14.6,25.0,9.0,30.04,61.0
2020-07-20 08:00:00,10532.0,27.0,13.4,39.0,15.0,30.09,63.0
2020-07-20 07:00:00,9819.0,26.0,13.4,41.0,13.0,30.1,63.0
